slug,player_name,public_report_summary,public_why_he_wins,public_primary_concerns,public_film_notes,public_role_projection,seo_description,private_owner_notes
robert-henry-jr,Robert Henry Jr.,"Robert Henry Jr. (RB, UTSA Roadrunners) projects as a Round 5-6 talent with his cleanest NFL path coming as a primary committee back with passing-down utility in Wide-zone committee. The current model grade sits at 73.94, with the board currently slotting him at No. 222. developmental contributor profile; creates hidden yards and stays on schedule.","- Usage fit: Primary committee back with passing-down utility within Wide-zone committee.
- Film translation comes from vision plus contact balance: press tracks, force linebacker displacement, then accelerate through daylight.
- Model + film note: developmental contributor profile; creates hidden yards and stays on schedule.","- PFF grade 74.2 suggests current performance volatility that needs film-confirmed cleanup.
- Early-down production must be paired with dependable pass-protection reps to hold three-down value.
- Contact balance has to translate against tighter NFL pursuit angles, not just open-lane college looks.",,"Best early team fit: DAL. Expected early deployment: Primary committee back with passing-down utility in Wide-zone committee. Early value comes from box-count recognition, efficient run tracks, and enough receiving utility to stay on the field in sub packages. Historical combine comp: Foswhitt Whittaker (2012), athletic-profile match 95.17%.","Robert Henry Jr. RB scouting report, traits, role fit, concerns, and NFL Draft projection.",
vj-payne,VJ Payne,"VJ Payne (S, Kansas State) projects as a Round 5-6 talent with his cleanest NFL path coming as a coverage-adjustment back-end starter in Split-safety multiplicity. The current model grade sits at 73.94, with the board currently slotting him at No. 223. developmental contributor profile; eliminates explosives with range and communication.","- Usage fit: Coverage-adjustment back-end starter within Split-safety multiplicity.
- Film translation comes from range plus communication: rotate on time, overlap windows, and close space with controlled tackling angles.
- Model + film note: developmental contributor profile; eliminates explosives with range and communication.","- PFF grade 73.3 suggests current performance volatility that needs film-confirmed cleanup.
- Communication and rotation timing must stay precise to avoid coverage busts in split-field structures.
- Open-field tackling angles must remain controlled against NFL speed and spacing stress.",,"Best early team fit: MIA. Expected early deployment: Coverage-adjustment back-end starter in Split-safety multiplicity. Early value comes from rotation versatility, overlap range, and communication that prevents explosive busts. Historical combine comp: Tommie Campbell (2011), athletic-profile match 93.53%.","VJ Payne S scouting report, traits, role fit, concerns, and NFL Draft projection.",
eric-gentry,Eric Gentry,"Eric Gentry (LB, USC) projects as a Round 5-6 talent with his cleanest NFL path coming as a run-and-chase will backer in Split-safety pursuit fit. The current model grade sits at 73.94, with the board currently slotting him at No. 224. developmental contributor profile; processes quickly and closes efficiently.","- Usage fit: Run-and-chase WILL backer within Split-safety pursuit fit.
- Film translation comes from read/trigger speed: sort run-pass keys early, fit cleanly, and carry routes with controlled angles.
- Model + film note: developmental contributor profile; processes quickly and closes efficiently.","- Play-strength profile can limit block deconstruction consistency at NFL second level.
- PFF grade 72.0 suggests current performance volatility that needs film-confirmed cleanup.",,"Best early team fit: HOU. Expected early deployment: Run-and-chase WILL backer in Split-safety pursuit fit. Early value comes from fit integrity, pursuit range, and route-distribution awareness in coverage. Historical combine comp: Brandon Johnson (2006), athletic-profile match 78.59%.","Eric Gentry LB scouting report, traits, role fit, concerns, and NFL Draft projection.",
jeff-caldwell,Jeff Caldwell,"Jeff Caldwell (WR, Cincinnati) projects as a Round 5-6 talent with his cleanest NFL path coming as a boundary vertical stressor in Play-action shot / isolation winner. The current model grade sits at 74.17, with the board currently slotting him at No. 225. developmental contributor profile; creates separation and finishes at the catch point.","- Usage fit: Boundary vertical stressor within Play-action shot / isolation winner.
- Film translation comes from route craft: release with a plan, manipulate leverage in stems, and separate at breakpoints with late hands.
- Receiver style lens: separation is driven by vertical speed stress, route-volume earning.
- Model + film note: developmental contributor profile; creates separation and finishes at the catch point.","- Target-earning rate (16.3% share) suggests volume translation risk against NFL coverage.
- PFF grade 70.0 suggests current performance volatility that needs film-confirmed cleanup.",,"Best early team fit: CLE. Expected early deployment: Boundary vertical stressor in Play-action shot / isolation winner. Early value comes from leverage-based separation, coverage-ID chemistry with the quarterback, and finish strength through contact. Historical combine comp: Stephen Hill (2012), athletic-profile match 92.77%.","Jeff Caldwell WR scouting report, traits, role fit, concerns, and NFL Draft projection.",
domani-jackson,Domani Jackson,"Domani Jackson (CB, Alabama) projects as a Round 5-6 talent with his cleanest NFL path coming as a outside starter with matchup flexibility in Press-match / quarters hybrid. The current model grade sits at 73.82, with the board currently slotting him at No. 226. developmental contributor profile; matches routes with disciplined leverage.","- Usage fit: Outside starter with matchup flexibility within Press-match / quarters hybrid.
- Film translation comes from coverage mechanics: maintain leverage, transition cleanly, and finish at the catch point without panic.
- Model + film note: developmental contributor profile; matches routes with disciplined leverage.","- Ball-production rate (plays on ball/target 0.21) is below premium outside-CB bands.
- PFF grade 73.4 suggests current performance volatility that needs film-confirmed cleanup.",,"Best early team fit: JAX. Expected early deployment: Outside starter with matchup flexibility in Press-match / quarters hybrid. Early value comes from leverage consistency across man and zone, plus reliable tackle finish when the offense tests him in run support. Historical combine comp: Derion Kendrick (2022), athletic-profile match 98.87%.","Domani Jackson CB scouting report, traits, role fit, concerns, and NFL Draft projection.",
jalon-daniels,Jalon Daniels,"Jalon Daniels (QB, Kansas Jayhawks) projects as a Round 5-6 talent with his cleanest NFL path coming as a developmental live-arm creator in Movement-passer package. The current model grade sits at 73.79, with the board currently slotting him at No. 227. developmental contributor profile; wins with timing and structure while retaining off-script creation.","- Usage fit: Developmental live-arm creator within Movement-passer package.
- Film translation comes from timing/processing: ID leverage pre-snap, hold structure from the pocket, and create only when structure breaks.
- QB style lens: high-efficiency anticipation distributor; wins by seeing windows early and triggering on time from structure.
- Model + film note: developmental contributor profile; wins with timing and structure while retaining off-script creation.","- Pocket disruption response must stay on schedule; drifting off platform creates NFL turnover windows.
- Third-down decision speed versus disguised coverage is the key separator between starter and backup outcomes.",,"Best early team fit: LV. Expected early deployment: Developmental live-arm creator in Movement-passer package. Early value comes from rhythm passing on early downs, controlled aggression on explosives, and situational command on third down or in two-minute. Historical combine comp: Tua Tagovailoa (2020), athletic-profile match 93.28%.","Jalon Daniels QB scouting report, traits, role fit, concerns, and NFL Draft projection.",
markel-bell,Markel Bell,"Markel Bell (OT, Miami (FL)) projects as a Round 5-6 talent with his cleanest NFL path coming as a swing tackle with lineup resilience in Zone-power hybrid depth package. The current model grade sits at 74.09, with the board currently slotting him at No. 228. developmental contributor profile; has playable pass-pro mechanics with growth runway.","- Usage fit: Swing tackle with lineup resilience within Zone-power hybrid depth package.
- Film translation comes from pass-pro consistency: set points, half-man leverage, and anchor recovery against speed-to-power.
- Model + film note: developmental contributor profile; has playable pass-pro mechanics with growth runway.","- PFF grade 72.1 suggests current performance volatility that needs film-confirmed cleanup.
- Hand timing and recovery mechanics must stay clean when rushers chain counters on long downs.
- Anchor consistency versus NFL power fronts is the primary pass-game floor variable.",,"Best early team fit: LAR. Expected early deployment: Swing tackle with lineup resilience in Zone-power hybrid depth package. Early value comes from stable pass sets versus wide alignments and enough run-game displacement without losing balance. Historical combine comp: David Mims (2011), athletic-profile match 87.55%.","Markel Bell OT scouting report, traits, role fit, concerns, and NFL Draft projection.",
bishop-fitzgerald,Bishop Fitzgerald,"Bishop Fitzgerald (S, USC Trojans) projects as a Round 5-6 talent with his cleanest NFL path coming as a matchup safety in TE / slot matchup coverage family. The current model grade sits at 73.72, with the board currently slotting him at No. 229. developmental contributor profile; eliminates explosives with range and communication.","- Usage fit: Matchup safety within TE / slot matchup coverage family.
- Film translation comes from range plus communication: rotate on time, overlap windows, and close space with controlled tackling angles.
- Model + film note: developmental contributor profile; eliminates explosives with range and communication.","- Communication and rotation timing must stay precise to avoid coverage busts in split-field structures.
- Open-field tackling angles must remain controlled against NFL speed and spacing stress.",,"Best early team fit: MIA. Expected early deployment: Matchup safety in TE / slot matchup coverage family. Early value comes from rotation versatility, overlap range, and communication that prevents explosive busts. Historical combine comp: Jordan Haden (2015), athletic-profile match 97.9%.","Bishop Fitzgerald S scouting report, traits, role fit, concerns, and NFL Draft projection.",
donaven-mcculley,Donaven McCulley,"Donaven McCulley (WR, Michigan) projects as a Round 5-6 talent with his cleanest NFL path coming as a field-stretching z receiver in Vertical spread / play-action launcher. The current model grade sits at 73.69, with the board currently slotting him at No. 230. developmental contributor profile; creates separation and finishes at the catch point.","- Usage fit: Field-stretching Z receiver within Vertical spread / play-action launcher.
- Film translation comes from route craft: release with a plan, manipulate leverage in stems, and separate at breakpoints with late hands.
- Receiver style lens: evaluate from snap to catch — release plan, break mechanics, edge attack, and contact-point finish — to separate true NFL translatability.
- Model + film note: developmental contributor profile; creates separation and finishes at the catch point.","- PFF grade 66.6 suggests current performance volatility that needs film-confirmed cleanup.
- Release plan versus press corners has to hold up when defenders force timing disruption at the line.
- Route pacing and stem detail must stay efficient versus complex leverage rotations and trap coverages.",,"Best early team fit: CLE. Expected early deployment: Field-stretching Z receiver in Vertical spread / play-action launcher. Early value comes from leverage-based separation, coverage-ID chemistry with the quarterback, and finish strength through contact. Historical combine comp: Christian Watson (2022), athletic-profile match 96.57%.","Donaven McCulley WR scouting report, traits, role fit, concerns, and NFL Draft projection.",
ahmari-harvey,Ahmari Harvey,"Ahmari Harvey (CB, Georgia Tech) projects as a Round 5-6 talent with his cleanest NFL path coming as a outside starter with matchup flexibility in Press-match / quarters hybrid. The current model grade sits at 73.50, with the board currently slotting him at No. 231. developmental contributor profile; matches routes with disciplined leverage.","- Usage fit: Outside starter with matchup flexibility within Press-match / quarters hybrid.
- Film translation comes from coverage mechanics: maintain leverage, transition cleanly, and finish at the catch point without panic.
- Model + film note: developmental contributor profile; matches routes with disciplined leverage.","- PFF grade 71.9 suggests current performance volatility that needs film-confirmed cleanup.
- Eye discipline through route breaks must tighten to limit transition losses against pro route pacing.
- Tackle finish and block deconstruction must hold so offenses cannot isolate him in run support.",,"Best early team fit: JAX. Expected early deployment: Outside starter with matchup flexibility in Press-match / quarters hybrid. Early value comes from leverage consistency across man and zone, plus reliable tackle finish when the offense tests him in run support. Historical combine comp: Sam Shields (2010), athletic-profile match 98.18%.","Ahmari Harvey CB scouting report, traits, role fit, concerns, and NFL Draft projection.",
dj-rogers,DJ Rogers,"DJ Rogers (TE, TCU) projects as a Round 5-6 talent with his cleanest NFL path coming as a y-tight end with chain-moving value in Play-action attach / boot complement. The current model grade sits at 73.47, with the board currently slotting him at No. 232. developmental contributor profile; projects as a mismatch in multiple alignments.","- Usage fit: Y-tight end with chain-moving value within Play-action attach / boot complement.
- Film translation comes from dual-phase utility: route detail vs coverage plus in-line toughness that keeps personnel groupings flexible.
- Receiver style lens: evaluate from snap to catch — release plan, break mechanics, edge attack, and contact-point finish — to separate true NFL translatability.
- Model + film note: developmental contributor profile; projects as a mismatch in multiple alignments.","- PFF grade 72.4 suggests current performance volatility that needs film-confirmed cleanup.
- Blocking strain has to stay consistent so personnel usage is not telegraphed by down/distance.
- Separation profile versus man coverage must improve enough to avoid becoming only a schematic target.",,"Best early team fit: LAC. Expected early deployment: Y-tight end with chain-moving value in Play-action attach / boot complement. Early value comes from personnel flexibility, where the same player can stress seams and still survive attached to the formation. Historical combine comp: Fred Davis (2008), athletic-profile match 96.46%.","DJ Rogers TE scouting report, traits, role fit, concerns, and NFL Draft projection.",
chris-adams,Chris Adams,"Chris Adams (OT, Memphis) projects as a Round 5-6 talent with his cleanest NFL path coming as a starting tackle with pass-pro floor in Zone-power hybrid tackle menu. The current model grade sits at 73.44, with the board currently slotting him at No. 233. developmental contributor profile; has playable pass-pro mechanics with growth runway.","- Usage fit: Starting tackle with pass-pro floor within Zone-power hybrid tackle menu.
- Film translation comes from pass-pro consistency: set points, half-man leverage, and anchor recovery against speed-to-power.
- Model + film note: developmental contributor profile; has playable pass-pro mechanics with growth runway.","- PFF grade 67.4 suggests current performance volatility that needs film-confirmed cleanup.
- Hand timing and recovery mechanics must stay clean when rushers chain counters on long downs.
- Anchor consistency versus NFL power fronts is the primary pass-game floor variable.",,"Best early team fit: LAR. Expected early deployment: Starting tackle with pass-pro floor in Zone-power hybrid tackle menu. Early value comes from stable pass sets versus wide alignments and enough run-game displacement without losing balance. Historical combine comp: Josh Conerly Jr. (2025), athletic-profile match 98.75%.","Chris Adams OT scouting report, traits, role fit, concerns, and NFL Draft projection.",
reggie-virgil,Reggie Virgil,"Reggie Virgil (WR, Texas Tech) projects as a Round 5-6 talent with his cleanest NFL path coming as a field-stretching z receiver in Vertical spread / play-action launcher. The current model grade sits at 73.55, with the board currently slotting him at No. 234. developmental contributor profile; creates separation and finishes at the catch point.","- Usage fit: Field-stretching Z receiver within Vertical spread / play-action launcher.
- Film translation comes from route craft: release with a plan, manipulate leverage in stems, and separate at breakpoints with late hands.
- Receiver style lens: evaluate from snap to catch — release plan, break mechanics, edge attack, and contact-point finish — to separate true NFL translatability.
- Model + film note: developmental contributor profile; creates separation and finishes at the catch point.","- PFF grade 68.5 suggests current performance volatility that needs film-confirmed cleanup.
- Release plan versus press corners has to hold up when defenders force timing disruption at the line.
- Route pacing and stem detail must stay efficient versus complex leverage rotations and trap coverages.",,"Best early team fit: CLE. Expected early deployment: Field-stretching Z receiver in Vertical spread / play-action launcher. Early value comes from leverage-based separation, coverage-ID chemistry with the quarterback, and finish strength through contact. Historical combine comp: Mike Thomas (2016), athletic-profile match 95.9%.","Reggie Virgil WR scouting report, traits, role fit, concerns, and NFL Draft projection.",
matthew-hibner,Matthew Hibner,"Matthew Hibner (TE, SMU) projects as a Round 5-6 talent with his cleanest NFL path coming as a y-tight end with chain-moving value in Play-action attach / boot complement. The current model grade sits at 73.32, with the board currently slotting him at No. 235. developmental contributor profile; projects as a mismatch in multiple alignments.","- Usage fit: Y-tight end with chain-moving value within Play-action attach / boot complement.
- Film translation comes from dual-phase utility: route detail vs coverage plus in-line toughness that keeps personnel groupings flexible.
- Receiver style lens: separation is driven by vertical speed stress.
- Model + film note: developmental contributor profile; projects as a mismatch in multiple alignments.","- PFF grade 62.6 suggests current performance volatility that needs film-confirmed cleanup.
- Blocking strain has to stay consistent so personnel usage is not telegraphed by down/distance.
- Separation profile versus man coverage must improve enough to avoid becoming only a schematic target.",,"Best early team fit: LAC. Expected early deployment: Y-tight end with chain-moving value in Play-action attach / boot complement. Early value comes from personnel flexibility, where the same player can stress seams and still survive attached to the formation. Historical combine comp: Troy Bienemann (2006), athletic-profile match 92.67%.","Matthew Hibner TE scouting report, traits, role fit, concerns, and NFL Draft projection.",
chris-mcclellan,Chris McClellan,"Chris McClellan (DT, Missouri) projects as a Round 5-6 talent with his cleanest NFL path coming as a early-down anchor with interior rush upside in One-gap attack interior rotation. The current model grade sits at 73.57, with the board currently slotting him at No. 236. developmental contributor profile; controls interior gaps and collapses pocket.","- Usage fit: Early-down anchor with interior rush upside within One-gap attack interior rotation.
- Film translation comes from disruption and block control: strike timing, gap integrity, and pocket compression on long downs.
- Model + film note: developmental contributor profile; controls interior gaps and collapses pocket.","- Pad-level consistency is required to convert flashes into down-to-down run-defense value.
- Pass-rush impact must hold beyond first contact when NFL guards reset and anchor late.",,"Best early team fit: BUF. Expected early deployment: Early-down anchor with interior rush upside in One-gap attack interior rotation. Early value comes from early-down run control plus enough third-down pocket push to keep fronts multiple. Historical combine comp: Trey Lewis (2007), athletic-profile match 93.53%.","Chris McClellan DT scouting report, traits, role fit, concerns, and NFL Draft projection.",
mason-reiger,Mason Reiger,"Mason Reiger (EDGE, Wisconsin Badgers) projects as a Round 5-6 talent with his cleanest NFL path coming as a three-down pressure creator in Multiple-front every-down edge role. The current model grade sits at 73.18, with the board currently slotting him at No. 237. developmental contributor profile; produces pressure through get-off and counters.","- Usage fit: Three-down pressure creator within Multiple-front every-down edge role.
- Film translation comes from rush sequencing: first-step threat, hand counters, and rush-to-contain discipline by game state.
- Model + film note: developmental contributor profile; produces pressure through get-off and counters.","- Total hurry volume (4.0) leaves less evidence of sustained rush disruption.
- Rush plan depth has to expand beyond first move so pressure translates into consistent finish rate.
- Run-game edge setting must stay disciplined to avoid being reduced to a package-only role.",,"Best early team fit: PHI. Expected early deployment: Three-down pressure creator in Multiple-front every-down edge role. Early value comes from a true four-down profile that combines rush productivity with edge-setting discipline versus the run. Historical combine comp: Quanterus Smith (2013), athletic-profile match 94.29%.","Mason Reiger EDGE scouting report, traits, role fit, concerns, and NFL Draft projection.",
chase-roberts,Chase Roberts,"Chase Roberts (WR, BYU Cougars) projects as a Round 5-6 talent with his cleanest NFL path coming as a boundary vertical stressor in Play-action shot / isolation winner. The current model grade sits at 73.29, with the board currently slotting him at No. 238. developmental contributor profile; creates separation and finishes at the catch point.","- Usage fit: Boundary vertical stressor within Play-action shot / isolation winner.
- Film translation comes from route craft: release with a plan, manipulate leverage in stems, and separate at breakpoints with late hands.
- Receiver style lens: separation is driven by route-volume earning.
- Model + film note: developmental contributor profile; creates separation and finishes at the catch point.","- PFF grade 74.5 suggests current performance volatility that needs film-confirmed cleanup.
- Release plan versus press corners has to hold up when defenders force timing disruption at the line.
- Route pacing and stem detail must stay efficient versus complex leverage rotations and trap coverages.",,"Best early team fit: CLE. Expected early deployment: Boundary vertical stressor in Play-action shot / isolation winner. Early value comes from leverage-based separation, coverage-ID chemistry with the quarterback, and finish strength through contact. Historical combine comp: Marvin Harrison Jr. (2024), athletic-profile match 95.3%.","Chase Roberts WR scouting report, traits, role fit, concerns, and NFL Draft projection.",
josh-cameron,Josh Cameron,"Josh Cameron (WR, Baylor Bears) projects as a Round 5-6 talent with his cleanest NFL path coming as a field-stretching z receiver in Vertical spread / play-action launcher. The current model grade sits at 72.87, with the board currently slotting him at No. 239. developmental contributor profile; creates separation and finishes at the catch point.","- Usage fit: Field-stretching Z receiver within Vertical spread / play-action launcher.
- Film translation comes from route craft: release with a plan, manipulate leverage in stems, and separate at breakpoints with late hands.
- Receiver style lens: evaluate from snap to catch — release plan, break mechanics, edge attack, and contact-point finish — to separate true NFL translatability.
- Model + film note: developmental contributor profile; creates separation and finishes at the catch point.","- Target-earning rate (17.9% share) suggests volume translation risk against NFL coverage.
- PFF grade 72.4 suggests current performance volatility that needs film-confirmed cleanup.",,"Best early team fit: CLE. Expected early deployment: Field-stretching Z receiver in Vertical spread / play-action launcher. Early value comes from leverage-based separation, coverage-ID chemistry with the quarterback, and finish strength through contact. Historical combine comp: Bub Means (2024), athletic-profile match 95.69%.","Josh Cameron WR scouting report, traits, role fit, concerns, and NFL Draft projection.",
evan-beerntsen,Evan Beerntsen,"Evan Beerntsen (IOL, Northwestern) projects as a Round 5-6 talent with his cleanest NFL path coming as a starter with interior pocket-control value in Inside-zone / gap hybrid. The current model grade sits at 72.89, with the board currently slotting him at No. 240. developmental contributor profile; stabilizes interior pocket depth and run fits.","- Usage fit: Starter with interior pocket-control value within Inside-zone / gap hybrid.
- Film translation comes from interior control: hand placement, leverage, and communication to pass off stunts without leakage.
- Model + film note: developmental contributor profile; stabilizes interior pocket depth and run fits.","- Interior anchor mass is light versus NFL power fronts, creating pocket-depth stress risk.
- Interior communication versus games/stunts must be consistent to protect pocket depth for the QB.
- Leverage and hand placement must hold late in reps against stronger NFL interior rushers.",,"Best early team fit: DET. Expected early deployment: Starter with interior pocket-control value in Inside-zone / gap hybrid. Early value comes from interior pocket integrity, line-call chemistry, and efficient climb timing in zone and gap runs. Historical combine comp: Austin Reiter (2015), athletic-profile match 95.18%.","Evan Beerntsen IOL scouting report, traits, role fit, concerns, and NFL Draft projection.",
vincent-anthony-jr,Vincent Anthony Jr.,"Vincent Anthony Jr. (EDGE, Duke Blue Devils) projects as a Round 5-6 talent with his cleanest NFL path coming as a rotational rush specialist in Sub-package designated rush lane. The current model grade sits at 72.81, with the board currently slotting him at No. 241. developmental contributor profile; produces pressure through get-off and counters.","- Usage fit: Rotational rush specialist within Sub-package designated rush lane.
- Film translation comes from rush sequencing: first-step threat, hand counters, and rush-to-contain discipline by game state.
- Model + film note: developmental contributor profile; produces pressure through get-off and counters.","- Burst/explosion profile is below ideal EDGE threshold, which can limit first-step stress.
- PFF grade 58.2 suggests current performance volatility that needs film-confirmed cleanup.",,"Best early team fit: PHI. Expected early deployment: Rotational rush specialist in Sub-package designated rush lane. Early value comes from a true four-down profile that combines rush productivity with edge-setting discipline versus the run. Historical combine comp: Jordan Allen (2015), athletic-profile match 97.75%.","Vincent Anthony Jr. EDGE scouting report, traits, role fit, concerns, and NFL Draft projection.",
logan-taylor,Logan Taylor,"Logan Taylor (IOL, Boston College) projects as a Round 5-6 talent with his cleanest NFL path coming as a starter with interior pocket-control value in Inside-zone / gap hybrid. The current model grade sits at 72.74, with the board currently slotting him at No. 242. developmental contributor profile; stabilizes interior pocket depth and run fits.","- Usage fit: Starter with interior pocket-control value within Inside-zone / gap hybrid.
- Film translation comes from interior control: hand placement, leverage, and communication to pass off stunts without leakage.
- Model + film note: developmental contributor profile; stabilizes interior pocket depth and run fits.","- Short-area movement profile may limit recovery against interior stunts/games.
- PFF grade 70.0 suggests current performance volatility that needs film-confirmed cleanup.",,"Best early team fit: DET. Expected early deployment: Starter with interior pocket-control value in Inside-zone / gap hybrid. Early value comes from interior pocket integrity, line-call chemistry, and efficient climb timing in zone and gap runs. Historical combine comp: Ben Brown (2022), athletic-profile match 92.0%.","Logan Taylor IOL scouting report, traits, role fit, concerns, and NFL Draft projection.",
marvin-jones-jr,Marvin Jones Jr.,"Marvin Jones Jr. (EDGE, Oklahoma) projects as a Round 5-6 talent with his cleanest NFL path coming as a rotational rush specialist in Sub-package designated rush lane. The current model grade sits at 72.70, with the board currently slotting him at No. 243. developmental contributor profile; produces pressure through get-off and counters.","- Usage fit: Rotational rush specialist within Sub-package designated rush lane.
- Film translation comes from rush sequencing: first-step threat, hand counters, and rush-to-contain discipline by game state.
- Model + film note: developmental contributor profile; produces pressure through get-off and counters.","- PFF grade 58.2 suggests current performance volatility that needs film-confirmed cleanup.
- Rush plan depth has to expand beyond first move so pressure translates into consistent finish rate.
- Run-game edge setting must stay disciplined to avoid being reduced to a package-only role.",,"Best early team fit: PHI. Expected early deployment: Rotational rush specialist in Sub-package designated rush lane. Early value comes from a true four-down profile that combines rush productivity with edge-setting discipline versus the run. Historical combine comp: Eugene Sims (2010), athletic-profile match 97.34%.","Marvin Jones Jr. EDGE scouting report, traits, role fit, concerns, and NFL Draft projection.",
logan-fano,Logan Fano,"Logan Fano (EDGE, Utah Utes) projects as a Round 5-6 talent with his cleanest NFL path coming as a three-down pressure creator in Multiple-front every-down edge role. The current model grade sits at 72.66, with the board currently slotting him at No. 244. developmental contributor profile; produces pressure through get-off and counters.","- Usage fit: Three-down pressure creator within Multiple-front every-down edge role.
- Film translation comes from rush sequencing: first-step threat, hand counters, and rush-to-contain discipline by game state.
- Model + film note: developmental contributor profile; produces pressure through get-off and counters.","- Total hurry volume (3.0) leaves less evidence of sustained rush disruption.
- Rush plan depth has to expand beyond first move so pressure translates into consistent finish rate.
- Run-game edge setting must stay disciplined to avoid being reduced to a package-only role.",,"Best early team fit: PHI. Expected early deployment: Three-down pressure creator in Multiple-front every-down edge role. Early value comes from a true four-down profile that combines rush productivity with edge-setting discipline versus the run. Historical combine comp: Kyle Emanuel (2015), athletic-profile match 95.38%.","Logan Fano EDGE scouting report, traits, role fit, concerns, and NFL Draft projection.",
kaden-wetjen,Kaden Wetjen,"Kaden Wetjen (WR, Iowa) projects as a Round 5-6 talent with his cleanest NFL path coming as a alignment-flexible target earner in Spread vertical / spacing menu. The current model grade sits at 72.40, with the board currently slotting him at No. 245. developmental contributor profile; creates separation and finishes at the catch point.","- Usage fit: Alignment-flexible target earner within Spread vertical / spacing menu.
- Film translation comes from route craft: release with a plan, manipulate leverage in stems, and separate at breakpoints with late hands.
- Receiver style lens: evaluate from snap to catch — release plan, break mechanics, edge attack, and contact-point finish — to separate true NFL translatability.
- Model + film note: developmental contributor profile; creates separation and finishes at the catch point.","- PFF grade 64.9 suggests current performance volatility that needs film-confirmed cleanup.
- Release plan versus press corners has to hold up when defenders force timing disruption at the line.
- Route pacing and stem detail must stay efficient versus complex leverage rotations and trap coverages.",,"Best early team fit: CLE. Expected early deployment: Alignment-flexible target earner in Spread vertical / spacing menu. Early value comes from leverage-based separation, coverage-ID chemistry with the quarterback, and finish strength through contact. Historical combine comp: Skyler Green (2006), athletic-profile match 95.98%.","Kaden Wetjen WR scouting report, traits, role fit, concerns, and NFL Draft projection.",
malik-benson,Malik Benson,"Malik Benson (WR, Oregon) projects as a Round 5-6 talent with his cleanest NFL path coming as a field-stretching z receiver in Vertical spread / play-action launcher. The current model grade sits at 72.37, with the board currently slotting him at No. 246. developmental contributor profile; creates separation and finishes at the catch point.","- Usage fit: Field-stretching Z receiver within Vertical spread / play-action launcher.
- Film translation comes from route craft: release with a plan, manipulate leverage in stems, and separate at breakpoints with late hands.
- Receiver style lens: separation is driven by vertical speed stress.
- Model + film note: developmental contributor profile; creates separation and finishes at the catch point.","- PFF grade 73.0 suggests current performance volatility that needs film-confirmed cleanup.
- Release plan versus press corners has to hold up when defenders force timing disruption at the line.
- Route pacing and stem detail must stay efficient versus complex leverage rotations and trap coverages.",,"Best early team fit: CLE. Expected early deployment: Field-stretching Z receiver in Vertical spread / play-action launcher. Early value comes from leverage-based separation, coverage-ID chemistry with the quarterback, and finish strength through contact. Historical combine comp: Deontay Burnett (2018), athletic-profile match 96.89%.","Malik Benson WR scouting report, traits, role fit, concerns, and NFL Draft projection.",
bryson-eason,Bryson Eason,"Bryson Eason (DT, Tennessee) projects as a Round 5-6 talent with his cleanest NFL path coming as a early-down anchor with interior rush upside in One-gap attack interior rotation. The current model grade sits at 72.37, with the board currently slotting him at No. 247. developmental contributor profile; controls interior gaps and collapses pocket.","- Usage fit: Early-down anchor with interior rush upside within One-gap attack interior rotation.
- Film translation comes from disruption and block control: strike timing, gap integrity, and pocket compression on long downs.
- Model + film note: developmental contributor profile; controls interior gaps and collapses pocket.","- PFF grade 71.2 suggests current performance volatility that needs film-confirmed cleanup.
- Pad-level consistency is required to convert flashes into down-to-down run-defense value.
- Pass-rush impact must hold beyond first contact when NFL guards reset and anchor late.",,"Best early team fit: BUF. Expected early deployment: Early-down anchor with interior rush upside in One-gap attack interior rotation. Early value comes from early-down run control plus enough third-down pocket push to keep fronts multiple. Historical combine comp: Nesta Jade Silvera (2023), athletic-profile match 94.33%.","Bryson Eason DT scouting report, traits, role fit, concerns, and NFL Draft projection.",
nick-barrett,Nick Barrett,"Nick Barrett (DT, South Carolina) projects as a Round 6-7 talent with his cleanest NFL path coming as a early-down anchor with interior rush upside in One-gap attack interior rotation. The current model grade sits at 71.50, with the board currently slotting him at No. 248. developmental contributor profile; controls interior gaps and collapses pocket.","- Usage fit: Early-down anchor with interior rush upside within One-gap attack interior rotation.
- Film translation comes from disruption and block control: strike timing, gap integrity, and pocket compression on long downs.
- Model + film note: developmental contributor profile; controls interior gaps and collapses pocket.","- Pad-level consistency is required to convert flashes into down-to-down run-defense value.
- Pass-rush impact must hold beyond first contact when NFL guards reset and anchor late.",,"Best early team fit: BUF. Expected early deployment: Early-down anchor with interior rush upside in One-gap attack interior rotation. Early value comes from early-down run control plus enough third-down pocket push to keep fronts multiple. Historical combine comp: Jordan Jefferson (2024), athletic-profile match 95.31%.","Nick Barrett DT scouting report, traits, role fit, concerns, and NFL Draft projection.",
